identifier,name,description,image,url,fileFormat,interior,tipo-evento,isAccesibleForFree,eventAttendanceMode,workPerformed,doorTime,audience,maximumAttendeeCapacity,typicalAgeRange,startDate,endDate,eventStatus,addressRegion,addressLocality,nombre,id,streetAddress,postalCode
11514185,Espacio de crianza y juego libre,El día 9 de noviembre dará comienzo el Espacio de Crianza y Juego Libre.,https://www.madrid.es/UnidadesDescentralizadas/DistritoRetiro/FICHEROS/FICHEROS%20ACTIVIDADES%20NOVIEMBRE/crianza.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfe713f0840fc710VgnVCM1000001d4a900aRCRD,HTML,true,,true,Presencial,,,Familias,,0-,2021-11-09T17:30+01:00,2022-06-28,Por empezar,Madrid,Madrid,Centro Sociocultural Clara Campoamor (Retiro),8637537,PLAZA DAOIZ Y VELARDE 2,28007
11580736,GET NO - Latina,"GET NO es un lugar de paso en el que contemplar, un no lugar. Un millón de rincones transitables y encuentros fugaces como en un aeropuerto. Personas que se detienen, historias breves que son observadas en el tiempo que dura un pestañear de ojos o que puede durar eternamente.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_132606_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a361fc9c969e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Jovenes,,16-,2022-06-18T19:00+01:00,2022-06-18,Por empezar,Madrid,Madrid,Auditorio y sala de exposiciones Paco de Lucía (Latina),139451,AVENIDA LAS AGUILAS 2,28044
11634548,Hechos luctuosos del Madrid Antiguo,"Acompáñanos en la visita guiada 'Hechos luctuosos del Madrid Antiguo', donde conoceremos aquellos acontecimientos y leyendas negras que removieron los sentimientos de la población. Incendios, historias urbanas, casas abandonadas, viviendas derribadas, epidemias, condenas y todas aquellas vivencias que vivieron los habitantes de la ciudad en aquella época tan sombría.",https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/RutasCulturales/ficheros/luctuosos_260.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=710cffb77b0bf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/exposicion,true,Presencial,,,Todos los publicos,,0-,2022-06-22T11:00+01:00,2022-06-22,Por empezar,Madrid,Madrid,Biblioteca Pública Municipal La Elipa (Ciudad Lineal),51849,CALLE NUESTRA SEÑORA DEL VILLAR 6,28017
11637390,Homenaje a Sara Montiel,"Un homenaje a Sara Montiel lleno de respeto y admiración.  La cantante y compositora interpretará sus temas más populares, acompañándose de proyecciones con fragmentos de sus películas. ",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20SAN%20JUAN%20BAUTISTA/Eventos/ficheros/Pepa.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5bd5d8cc3cbf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Todos los publicos,,16-,2022-04-09T19:00+01:00,2022-04-09T20:00+01:00,Terminado,Madrid,Madrid,Centro Cultural San Juan Bautista (Ciudad Lineal),1958,CALLE SAN NEMESIO 4,28043
11643194,Josefina,"Un funcionario de prisiones, observa en silencio cada domingo la visita de la madre de uno de los presos. El día que por fin logra acercarse a ella, se sorprende a sí mismo haciéndose pasar por otro padre e inventándose a una hija dentro de la cárcel: Josefina.",https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/ficheros/lossabcine.bmp,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed96f832825df710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Jovenes,,7-,2022-06-11T19:00+01:00,2022-06-11T20:30+01:00,Por empezar,Madrid,Madrid,Centro Cultural Buero Vallejo (San Blas - Canillejas),1943,CALLE BOLTA&amp;Ntilde;A 27,28022
7644875,Jueves de Hability,El Centro Juvenil de Carabanchel te ofrece varios juegos y pruebas para que podamos descubrir tus habilidades más ocultas.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4e4d5b676c98410VgnVCM1000000b205a0aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Jovenes,12,16-,2022-04-07T18:00+01:00,2022-04-28T19:00+01:00,Terminado,Madrid,Madrid,Centro Juvenil Carabanchel Alto,4703662,CALLE ALFONSO FERNANDEZ 23,28044
11413103,Là,"¿Qué queda cuando se ha eliminado todo? Sin duda queda el blanco. Y lo que aún tendremos que hacer añicos para llegar al mínimo común denominador. A lo que, obstinadamente, nos sigue hablando de Là, desde Là. Cueste lo que cueste. Se escape lo que se escape. Tanto por el encantamiento y el viaje, como por la alegría",https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35196_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc093acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Adultos,,18-,2022-06-08T19:00+01:00,2022-06-11,Por empezar,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11413115,La mirada del avestruz,"La obra toma como punto de partida las huellas que ha dejado la violencia en Colombia y cómo el desplazamiento forzado ha sido una de las consecuencias más evidentes del conflicto armado. Las imágenes de violencia resultan inevitables, aunque muy lejos de cualquier denuncia literal o partidista. Más bien, se trata de observar la forma en que los cuerpos son agredidos y amenazados mientras parecen refugiarse en un mundo interior y ocultar la mirada frente a la realidad agobiante. Tal como hace el avestruz cuando esconde la cabeza en la tierra.",https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35195_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=50b93acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Adultos,,18-,2022-06-09T19:30+01:00,2022-06-12,Por empezar,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11579708,La Perra Blanco - Tetuan,"Tomando como inspiración la música de los años 50, en 2017 nace La Perra Blanco, el power trío fundado y liderado por Alba Blanco. ",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_132507_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a7c7af38559e710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Adultos,,16-,2022-11-25T19:00+01:00,2022-11-25,Por empezar,Madrid,Madrid,Centro Cultural Nicolás Salmerón (Chamartín),1932,CALLE MANTUANO 51,28002
11413096,La vida es sueño,¿De cuántos sueños se compone la vida? ¿Nos permitimos soñar? ¿Cuántas clases de sueños hay cuando uno se busca hasta encontrarse? ¿Quiénes nos provocan las pesadillas? ¿Para qué se provocan las pesadillas? ¿Hacia dónde encaminamos nuestra vida y la de los nuestros? ¿Con qué sueña la autoridad? ¿Somos dueños de nuestros actos?,https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35194_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dee83acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,,,,2022-06-01T19:00+01:00,2022-06-05,Cancelado,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11483995,Las aventuras del Doctor Dolittle,"Todos los viernes la biblioteca ofrece sesiones de cine. Películas clásicas y más actuales para el disfrute de toda la familia. Entrada libre hasta completar aforo. Se respetaran todas las medidas Covid (mascarilla obligatoria, uso de gel hidroalcohólico, distancia de seguridad).",https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/2018/ProyeccionConciertoDramatizacion/ficheros/CineInfantil_260x260.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=04e0cb1f1a63c710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Infantil,,0-16,2022-04-08T18:00+01:00,2022-04-08,Terminado,Madrid,Madrid,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),115056,CALLE MARIA SEVILLA DIAGO 15,28022
11643216,"Las cosas que decimos, las cosas que hacemos","Una joven, embarazada de tres meses y de vacaciones en el campo, acoge como huésped a un primo de su pareja. Durante cuatro días se van conociendo, desarrollando cierta amistad y contándose sus respectivas experiencias sentimentales.",https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/ficheros/lossabcine.bmp,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59a7f832825df710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/pelicula,true,Presencial,,,Jovenes,,12-,2022-06-18T19:00+01:00,2022-06-18T21:00+01:00,Por empezar,Madrid,Madrid,Centro Cultural Buero Vallejo (San Blas - Canillejas),1943,CALLE BOLTA&amp;Ntilde;A 27,28022
11637392,Las desventuras de Don Quijote,Don Quijote y Sancho Panza mostrarán algunas de las aventuras que les suceden en su camino. ,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20SAN%20JUAN%20BAUTISTA/Eventos/ficheros/Desventuras.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82dd5d8cc3cbf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Infantil,,5-8,2022-04-23T18:00+01:00,2022-04-23T18:50+01:00,Terminado,Madrid,Madrid,Centro Cultural San Juan Bautista (Ciudad Lineal),1958,CALLE SAN NEMESIO 4,28043
11577835,Lichis (Puente de Vallecas),"Barcelonés de nacimiento y madrileño de adopción, Lichis fue responsable, poeta y voz de La Cabra Mecánica, el aclamado grupo nacional de pop-rock de los 2000.Más adelante, en solitario, logró emocionarnos con Tras Modo Avión (2014)y Mariposas & Torneos de Verano (2018), un descarnado e íntimo análisis introspectivo en el que nos abrió su alma.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_131745_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8afe4eb42e98e710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/concierto,true,Presencial,,,Jovenes,,16-,2022-12-03T20:00+01:00,2022-12-03,Por empezar,Madrid,Madrid,Centro Cultural Pozo del tío Raimundo (Puente de Vallecas),1939,AVENIDA DE LAS GLORIETAS 19,28053
11643484,Ludens Cía. La potínguele,"Aura y Leo se mueven, juegan y el día comienza. No hay color y ellos cantan. El color aparece, trae pájaros y estos, relatos. La necesidad de comer, el juego. Después viene la calma y un tren llega con una maleta y una sorpresa: un carrusel que gira mientras cuentan el día transcurrido. Ella se duerme, él se despide con un beso y el día termina.",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20PRINCIPE%20DE%20ASTURIAS/Eventos/ficheros/Ludenspontingue.png,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c8251693d5df710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/cuento,true,Presencial,,,Infantil,,1-5,2022-06-04T11:30+01:00,2022-06-04,Por empezar,Madrid,Madrid,Centro Cultural Príncipe de Asturias (Ciudad Lineal),1952,CALLE HERMANOS GARCIA NOBLEJAS 14,28037
11598526,Maliang y el pincel mágico (Tetuán),"Maliang siempre deseó ser pintor pero su familia era pobre, el dinero escaseaba y no podían comprar pinturas y pinceles. A pesar de ello, Maliang persiguió su sueño hasta que un día su obstinación se vio recompensada con el regalo de un anciano: un pincel mágico que dotaba de vida todo aquello que pintaba. Por desgracia, este acontecimiento llegó a oídos del emperador, un hombre codicioso y sin corazón que a toda costa se propuso conseguir aquel maravilloso objeto",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_134083_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30ff36c886cfe710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Infantil,,0-16,2022-11-12T12:00+01:00,2022-11-12,Por empezar,Madrid,Madrid,Centro Cultural Eduardo Úrculo (Tetuán),5498725,PLAZA DONOSO 5,28029
11413089,Malvivir,"Malvivir cuenta en primera persona la vida secreta de la pícara Elena de Paz, mujer libre, rebelde, ladrona, ingeniosa, embustera y fugitiva que desafía todas las convenciones de su época y paga el precio de su libertad.",https://www.madrid.es/UnidadWeb/UGBBDD/MadridDestino/ficheros/MADRID_DESTINO_35192_es.jpeg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9b83acad95f9710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Adultos,,18-,2022-05-05T19:30+01:00,2022-06-05,Por empezar,Madrid,Madrid,Naves Español en Matadero,6963121,PASEO CHOPERA 14,28045
11588309,Masculinidades y sexualidad consciente,"Taller para hombres en el que reflexionar sobre el modelo hegemónico de sexualidad desde un enfoque de género y violencia para propiciar esquemas personalizados basados en el autoconocimiento, la responsabilidad y el cuidado que permitan entender el placer como una vía hacia la reparación",https://www.madrid.es/UnidadesDescentralizadas/IgualdadDeOportunidades/ContenidosBasicos/Actividades/Espacios%20Igualdad/2022/elenaarnedo/ficheros/lunes_masculinidades_arnedo.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ed58d03a6abe710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Jovenes,,16-,2022-02-07T18:30+01:00,2022-06-06T20:00+01:00,Por empezar,Madrid,Madrid,Espacio de Igualdad Elena Arnedo Soriano. Retiro,10662957,CALLE ARREGUI Y ARUEJ 31,28007
11642687,Mica Mita  Cía. por humor al arte,"Un espectáculo de teatro, danza, pocas palabras y muy buen humor. Mica llega para irse? para irse a su camita. Parece sencillo, pero Mica se enreda porque el abrigo va por su cuenta, los zapatos bailan solos, su pijama está del revés, juega con una pluma y descubre que su sábana sabe un montón de secretos. Pí Pi? ja, ja, jaaa? mamá? ¡¡PIJAMA!!",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20PRINCIPE%20DE%20ASTURIAS/Eventos/ficheros/MicaMita-Principe-.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f01dff2fa4df710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/cuento,true,Presencial,,,Infantil,,1-5,2022-04-02T11:30+01:00,2022-04-02,Terminado,Madrid,Madrid,Centro Cultural Príncipe de Asturias (Ciudad Lineal),1952,CALLE HERMANOS GARCIA NOBLEJAS 14,28037
11644457,Mica Mita Cía. por humor al arte  TEATRO PARA BEBÉS,"Un espectáculo de teatro, danza, pocas palabras y muy buen humor. Mica llega para irse? para irse a su camita. Parece sencillo, pero Mica se enreda porque el abrigo va por su cuenta, los zapatos bailan solos, su pijama está del revés, juega con una pluma y descubre que su sábana sabe un montón de secretos. Pí Pi? ja, ja, jaaa? mamá? ¡¡PIJAMA!! ",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20PRINCIPE%20DE%20ASTURIAS/ficheros/MicaMitaPrincipe.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d91556ffbadf710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/cuento,true,Presencial,,,Infantil,,0-16,2022-04-02T11:30+01:00,2022-04-02T13:40+01:00,Terminado,Madrid,Madrid,Centro Cultural Príncipe de Asturias (Ciudad Lineal),1952,CALLE HERMANOS GARCIA NOBLEJAS 14,28037
11642694,"Porque Do, porque Si Cía. Teatro Tyl Tyl","Aquí convive lo onírico y lo cotidiano en el atrevimiento de vivir. Los personajes son porque hacen y por este motivo crean un espacio. Todo empieza en el lugar en el que cabe la respiración. Elementos familiares como aire, tierra y mesa, generan un espacio de convivencia para la escena extra cotidiana y son a la vez los instrumentos narrativos.",https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2022ABRIL/CC%20PRINCIPE%20DE%20ASTURIAS/Eventos/ficheros/PorqueDoporqueSi.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=59e1dff2fa4df710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/cuento,true,Presencial,,,Infantil,,1-5,2022-05-07T11:30+01:00,2022-05-07,Terminado,Madrid,Madrid,Centro Cultural Príncipe de Asturias (Ciudad Lineal),1952,CALLE HERMANOS GARCIA NOBLEJAS 14,28037
11640419,Salvando al planeta,"Teatro infantil. Sinopsis: Los animales de un pequeño pueblo empiezan a desaparecer, y todo parece indicar que un Ogro anda detrás del asunto. Una intrépida campesina se pone manos a la obra para intentar solucionar este misterio. En su investigación descubrirá algo sorprendente, el Ogro sólo intenta salvar a los animales por la contaminación y el poco respeto por la naturaleza que tienen los habitantes del pueblo. Entre todos y todas encontrarán las mejores soluciones para no contaminar y cuidar mejor nuestro entorno. Temática: Cuidado del Medio Ambiente, Reciclaje e igualdad.",https://www.madrid.es/UnidadesDescentralizadas/DistritoMoratalaz/Actividades/2022/Abril/ficheros/salvandoplaneta.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=10042bbe480df710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/teatro,true,Presencial,,,Infantil,,2-10,2022-04-09T12:00+01:00,2022-04-09,Terminado,Madrid,Madrid,Centro Cultural el Torito (Moratalaz),1940,AVENIDA MORATALAZ 130,28030
11625471,Sesiones de abordaje de la soledad,"El taller, impartido por María del Mar Díaz-Parreño, tiene como objetivo la identificación de la soledad no deseada y el conocimiento de las emociones asociadas a ella para favorecer la integración social de la persona.",https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/TalleresAdultos/ficheros/Abordaje%20soledad_260x260.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68f5d42fe687f710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Adulto,,60-,2022-04-01T12:00+01:00,2022-06-03,Por empezar,Madrid,Madrid,Biblioteca Pública Municipal Aluche (Latina),1757,CALLE CAMARENA 10,28047
11578004,Somos la guerra (Puente de Vallecas),"Somos la guerra es el II Capítulo de Bekristen/ Cristianos, una trilogía de la compañía de danza La Phármaco que surge después de cinco años de proyectos de danza y cooperación en países de África, Asia y América.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_131743_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c537523bfa8e710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/danza,true,Presencial,,,Jovenes,,16-,2022-06-25T19:00+01:00,2022-06-25,Por empezar,Madrid,Madrid,Centro Cultural Pozo del tío Raimundo (Puente de Vallecas),1939,AVENIDA DE LAS GLORIETAS 19,28053
11645067,Taller de ansiedad y estrés,"Organiza el taller: Centro Cultural de Hortaleza y Equipo de Psicología del Centro Madrid-Salud Hortaleza: calle Juan Clemente Nuñez, 3.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84acb78830fdf710VgnVCM2000001f4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Jovenes,,16-,2022-04-19T10:00+01:00,2022-06-14T14:00+01:00,Por empezar,Madrid,Madrid,Centro Cultural Hortaleza,1930,CALLE SANTA VIRGILIA 15,28033
11593905,Taller de Beatbox - Villa de Vallecas,"Este taller nos introducirá en las bases del beatboxing, entrelazando cuerpo y tecnología con herramientas de producción y composición sonora, en un ambiente distendido favorecido por la libertad creativa, los procesos de aprendizaje en comunidad y la imaginación como motor de creación.",https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/CIUDAD_DISTRITO_133748_es.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3d4a3e73f8de710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Jovenes,,16-,2022-10-23T10:00+01:00,2022-10-23T13:00+01:00,Por empezar,Madrid,Madrid,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),182139,CALLE REAL DE ARGANDA 39,28031
11611820,Taller de poesía y narrativa,"En este taller de poesía y narrativa se pretende proporcionar al alumno la mayor cantidad posible de recursos y conceptos para pulir y mejorar su escritura, sean poemas, prosa poética o prosa.",https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/ActividadesBPM/TalleresAdultos/ficheros/TallerPoesiaNarrativa_260x260.jpg,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=df70dc98c1c2f710VgnVCM1000001d4a900aRCRD,HTML,true,http://vocab.linkeddata.es/datosabiertos/kos/cultura-ocio/agenda/tipo-evento/taller,true,Presencial,,,Jovenes,,16-,2022-03-04T10:30+01:00,2022-06-24,Por empezar,Madrid,Madrid,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),1752,CALLE ARROYO BELINCOSO 11,28030
